title,price,bedrooms,bathrooms,beds,placeType,spotPhotos,description,address,latitude,longitude,city,state
COLONIAL CLUB CONDO SEC 1,185,1,1,1,Condo,http://cdn.photos.sparkplatform.com/fl/20210219212237638387000000-o.jpg,"Intracoastal community close to beaches, downtown Delray Dining , shopping and Palm Bch airport .  This condo if completely furnished available as early as Oct 2021 for Seasonal rental/This condo will have new flooring installed prior to start of rental.  Must see, close to pool and walkway along the Intracoastal",5 Colonial Club Drive #103,26.501225,-80.05913,Boynton Beach,FL
No 15 Palm-Aire Country C,160,2,2,2,Condo,http://cdn.photos.sparkplatform.com/fl/20210421141108966163000000-o.jpg,Updated upper floor 2/2 with pool & Golf views. Wood cabinet kitchen with stainless appliances. Both bedrooms have their own bathrooms. Fully furnished available from 6-12 months. Close to shopping and all major highways.,2600 S Course Drive #603,26.220424,-80.158164,Pompano Beach,FL
OLYMPUS CONDO,175,1,1,1,Condo,http://cdn.photos.sparkplatform.com/fl/20210224002642327110000000-o.jpg,"PENTHOUSE CONDO WITH DIRECT INTRACOASTAL & WATERVIEWS FROM EVERY ROOM. COMPLETELY RENOVATED. GOURMET OPEN CONCEPT KITHCHEN WITH GRANITE, STAINLESS APPLIANCES, QUALITY CABINETS & GLASS BACKSPLASH. CONTEMPORARY FLOORING THROUGHOUT. BEDROOM HAS 2 LARGE WALK-IN CLOSETS WITH MODERN BATH. COMPLETELY AND TASTEFULLY FURNISHED FOR THE IDEAL SHORT TERM RENTAL. AVAILABLE APRIL 1, 2021. IDEAL LOCATION MINUTES TO BEACHES, AVENTURA MALL, RESTAURANTS & MORE. RENT INCLUDES EXTENDED CABLE, WATER, TRASH, COVERED PARKING. OLYMPUS OFFERS RESORT STYLE LIVING ON 18 GATED ACRES. MULTI MILLION DOLLAR FITNESS CENTER, 2 HEATED POOLS, MARINA AND ROUND THE CLOCK SECURITY.",600 Three Islands Boulevard #1815,25.992934,-80.126048,Hallandale Beach,FL
TCPB CONDO,175,2,1,2,Condo,http://cdn.photos.sparkplatform.com/fl/20210301192350168702000000-o.jpg,"Great rental community, Fully furnished apartment, everything included, bring your toothbrush",2828 Tennis Club Drive #210,26.718609,-80.116756,West Palm Beach,FL
LEISURE GARDENS CONDO,150,1,1,1,Condo,http://cdn.photos.sparkplatform.com/fl/20210422044639378921000000-o.jpg,"Available for annual lease as of JULY 2021! This remodeled 1 bedroom and 1.5 baths apartment is located in the well maintained, private community LEISURE GARDENS across the street from the Ocean. Leisure Gardens offers a community pool, shuffleboard, putting green and a BBQ area. This tastefully FURNISHED unit features new floors, a newer kitchen and impact windows and doors. From your living room and glassed patio you are overlooking the pool and garden area. Dock rentals available on request and subject to availability.Laundry facilities on the same floor.",1481 S Ocean Boulevard #211E,26.212462,-80.093722,Lauderdale By The Se,FL
Colony Terrace Apts Co-Op,175,2,1,2,Condo,http://cdn.photos.sparkplatform.com/fl/20210305042927443989000000-o.jpg,"This a seasonal rental only available May thru October of 2021. This 2 bed and 1 bath corner unit is conveniently located on the first floor in the tranquil neighborhood of Knollridge with an assigned parking space directly in front of unit. Community pool and laundry on site. Unit has been tastefully updated and is fully furnished with all kitchen appliances and utensils needed for a seasonal stay. Located just 1.5 miles from the beach, access to restaurants, shopping centers and grocery stores are just minutes away. 55 + community, at least one must be 55 and the other occupants must be 18 years or older. Seasonal rental for minimum of 3 months and maximum of 6 months. Availability subject to change.",1920 NE 51st Court #101,26.19035,-80.119581,Fort Lauderdale,FL
Ocean Side Villas Apartmen,110,1,1,1,Villa,http://cdn.photos.sparkplatform.com/fl/20210306022740317145000000-o.jpg,"Furnished or unfurnished studios in a great location in East Hollywood, just 1 mile from the beach conveniently located near shopping, just minutes from I 95 and US1. Free WIFI, water is included. Well maintained community with beautiful manicured landscaping. Laundry facilities inside the complex. Fast and easy approval. Plenty of parking spaces.",1600 Taft Street #Studio,26.025456,-80.138907,Hollywood,FL
MIAMI BEACH CLUB A MOTEL,130,1,1,1,Condo,http://cdn.photos.sparkplatform.com/fl/20210306022747454178000000-o.jpg,"SUNNY ISLES BEST KEPT SECRET! THIS IS A ADORABLE FURNISHED STUDIO, DIRECTLY ON THE BEAUTIFIUL SANDY BEACHES OF SOUTH FLORIDA! STEP OUT OF YOUR STUDIO AND YOUR BACK YARD IS THE OCEAN! NICE POOL AREA AND BARBECQUE AREA! CLOSE TO AVENTURA MALL, FIU, TWO (2) AIRPORTS, I95, HARDROCK HOTEL & CASINO, GULFSTREAM PARK! PRICED FOR A YEARLY RENTAL! WILL RENT FOR A SEASONAL RENTAL AT A HIGHER PRICE! EASY TO SHOW!",19051 Collins Avenue #E209,25.952428,-80.119724,Sunny Isles Beach,FL
GOLDEN LAKES VILLAGE,135,2,2,2,Condo,http://cdn.photos.sparkplatform.com/fl/20210308142032569638000000-o.jpg,"Experience the Florida lifestyle in this 2B/2B furnished, Light & Cozy condo, recently fresh paint and new laminate flooring, located close to Club House & Facilities. Ideal for relaxing & enjoying the sunset looking at the tranquil water view under the enclosed screened patio. Close to Palm Beach, Shopping, Dr.'s offices, PBI Airport, Turnpike and I95. Golden Lakes is a 55+ adult community that has transportation for your convenience, guard gated and security Heated Pools, Hot Tub, Gym, Business Center, Billiards, Cafe and more. Social activities for every occasion!!",354 Lake Dora Drive #354,26.703379,-80.164091,West Palm Beach,FL
MARINA BAY CLUB,400,2,2,2,Apartment,http://cdn.photos.sparkplatform.com/fl/20210311115630489655000000-o.jpg,"Phenomenal unit in this condo hotel in Marina Bay Club * only North facing unit with expansive 1000 Sf. private terrace with magnificent and direct views of the intracoastal & ocean.* 2 bedroom + 2 bathroom * Updated unit * Fully furnished and equipped * Stainless Steel appliances in fully upgraded kitchen * Laundry room * Amenities include gym, swimming pool & hot tub overlooking the intracoastal, cabanas * Covered deeded parking * Walking distance to the beach, shopping centers and more! * Available for rent on weekly or monthly basis (prices may vary depending on length of stay) See brokers remarks for showings. Unit is also available for sale A10978280",18100 N Bay Road #1109,25.944376,-80.12456,Sunny Isles Beach,FL
ARLEN BEACH CONDO,200,1,2,1,Condo,http://cdn.photos.sparkplatform.com/fl/20210422002621947327000000-o.jpg,"AVAILABLE FURNISHED OR UNFURNISHED. SHORT TERM POSSIBLE WITH 4 MONTH MIN.OCEANFRONT BUILDING! BEAUTIFUL RESORT-STYLE CONDO IN THE HEART OF MILLIONAIRE'S ROW, WALK TO RESTAURANTS AND SHOPS, 5 MINUTES FROM SOUTH BEACH. GREAT AMENITIES INCLUDING RESTAURANT/CAFE, HAIR SALON, HEATED POOL, SAUNA, PARTY ROOM, FITNESS CENTER, AND VALET. BASIC CABLE, INTERNET INCLUDED. ON-SITE COVERED PARKING! Call/Text FOR SHOWING INSTRUCTIONS.",5701 Collins Avenue #307,25.837944,-80.120342,Miami Beach,FL
High Point,129.5,2,2,2,Condo,http://cdn.photos.sparkplatform.com/fl/20210315180637552320000000-o.jpg,"This 2-BR, 2-BA villa with enclosed Lanai and open deck in rear offers tiled living areas, Master Bedroom and carpeted 2nd Bedroom.  Neutral colors and accents.  2nd Bath offers walk-in shower.  Within approximately 4 miles to trendy downtown Delray Beach, open Cafes, Bistro's, white sand beach front and blue-green Atlantic Ocean Shoreline",1080 North Drive #A,26.467664,-80.108537,Delray Beach,FL
SABAL PINE SOUTH CONDO,210,2,2,2,Condo,http://cdn.photos.sparkplatform.com/fl/20210324150506443718000000-o.jpg,"Fantastic fully furnished 2 bedroom 2 bath first floor condo.. Custom kitchen cabinets, Granite counters, remodeled bathrooms, washer and dryer in unit. Twin beds in guest room, Queen bed in master,  Day bed in living room. Located in the quaint community of Sabal Pines South. East Delray close to shopping, restaurants and beaches",2860 SW 22nd Avenue #4070,26.429924,-80.098156,Delray Beach,FL
ETON HALL CONDO,140,2,2,2,Condo,http://cdn.photos.sparkplatform.com/fl/20210427141828680319000000-o.jpg,"Nice totally remodeled 2/2 condo, new floors, bathrooms, kitchen lighting, new air conditioning. EASY TO SHOW. Don't miss the opportunity in Lauderhill East a very quiet and well maintained 55+ community, w/ security patrol, 2 clubhouses, 2 heated pools, billards, 2 barbecue pits, recreational activities, library, impeccably landscaped, sauna elevator, washer/dryer on every floor, walking distance to public golf course. Additionally $500 Bonus to Rental Agent.",4341 NW 16th Street #110,26.146022,-80.208102,Lauderhill,FL
Kings Point Burgundy A-Q,172.5,1,1,1,Condo,http://cdn.photos.sparkplatform.com/fl/20210323030834425256000000-o.jpg,"Right across from the Burgundy pool! Easy access to the courtesy bus stops. Exceptionally spacious & furnished 1/1 condo unit on the second floor with elevator lift and washer & dryer in unit! The bedroom contains 2 beds, fully furnished with everything you will need even cable! Just bring your toothbrush. Available between October 15-March 15 with a 4 month minimum, 6 month max. Inquire for available dates.. HOA takes 30 days",416 Burgundy I #I,26.44564,-80.139255,Delray Beach,FL
ISLANDER CONDO APTS,180,0,1,2,Condo,http://cdn.photos.sparkplatform.com/fl/20210323210820908949000000-o.jpg,"Available from April 1st. Fully furnished, turnkey Seasonal Rental in the heart of South Beach, one block from the ocean. Gated parking space, internet and cable included. Nice spacious balcony ideal for outdoor dining. Laundry facility in the building, gym, bike room and rooftop swimming pool. Perfect beach living in the heart of South Beach, one block from the ocean. It will not last! The unit no longer has a sofa in the living room, it has a full bed instead. Easy to show. Applicants must show proof of income, credit score & references.",1255 Collins Avenue #508,25.783753,-80.130749,Miami Beach,FL
STERLING VILLAGE,175,1,1,1,Condo,http://cdn.photos.sparkplatform.com/fl/20210324161000334668000000-o.jpg,"GREAT INTRACOASTAL COMMUNITY, WALK ING DISTANCE TO BEACHES, AND WATERFRONT DINING, GREAT SNOW BIRD NEST, MINUTES TO THE OCEAN",850 Horizons #207,26.521061,-80.055482,Boynton Beach,FL
STRADA 315 CONDO,180,1,1,1,Condo,http://cdn.photos.sparkplatform.com/fl/20210422011924676382000000-o.jpg,"Strada 315 is an amazing building in Fort Lauderdale, This stunning downtown Furnished One Bedroom is conveniently located minutes from all your shopping, dining and entertainment . You're a step away from vibrant Las Olas Blvd and Beaches. The balcony overlooks the lovely pool. Washer/dryer in the unit. Building has a spectacular fitness center, security guard and business center. Unit has California closets and it is well decorated and with Modern and Contemporary Furniture. Cable and high speed internet are included. Impact windows. Ceramic and laminate flooring. Covered 01 parking space. Two 40-in TVs installed.",315 NE 3rd Avenue #802,26.12583,-80.14102,Fort Lauderdale,FL
HARBOR HOUSE EAST CONDO,170,1,1,1,Condo,http://cdn.photos.sparkplatform.com/fl/20210330010559301412000000-o.jpg,Million Dollar View! Enjoy this coastal gem of a one bedroom rental available May through December 2021. Steps from Fort Lauderdale Beach and it's many restaurants and resorts. Located on the widest part of the intercoastal. Enjoy a community dock and ultimate sunsets. Affordable beach life! Sorry...no pets.,9 N Birch Road #105,26.123029,-80.106003,Fort Lauderdale,FL
Century Village,200,1,1,1,Cabin,http://cdn.photos.sparkplatform.com/fl/20210404235040386154000000-o.jpg,"Enjoy the winter months in this spacious 1 bedroom 1.5 bath, 2nd floor garden apartment. Bldg has lift.  Lovely garden views from enclosed patio. Outdoor pool located in  community. Near shopping, entertainment, dining and only 3.5 miles from Beach. Enjoy adult active community with wonderful amenities. indoor Olympic size pool, fitness center, volley ball, tennis, shuffle board, bocce ball, pickle ball, movies, theater, classes, card room, billiards, social activities galore, free transportation and more. Community is 55+.",238 Markham K,26.307836,-80.138718,Deerfield Beach,FL
PORTOFINO CONDO,140,0,1,1,Condo,http://cdn.photos.sparkplatform.com/fl/20210407144929415625000000-o.jpg,"Only Studio ''pied a terre'' in Portofino!  Totally furnished and updated, travertine throughout, lovely mirrors that brighten the entire unit - impact windows!  Portofino is directly on the Intracoastal with amazing water views, pool - and close to everything in downtown West Palm Beach!",2600 N Flagler Drive #213,26.736958,-80.049858,West Palm Beach,FL
Golden Bay Lodge Co-Op,170,1,1,1,Apartment,http://cdn.photos.sparkplatform.com/fl/20210411010325346000000000-o.jpg,"Beautifully decorated and updated apartment with all new furniture. This is 55 plus community. You walk in the apartment and feel that nobody has lived here after renovations. You feel new, fresh, positive energy. You will enjoy living here across from the ocean. The location is the best to enjoy Florida lifestyle. The electric, cable and internet are included in a rent price. Please call and text listing agent for showing instructions.",2001 S Ocean Drive #16,25.978995,-80.121273,Hallandale Beach,FL
Condo 2 Of Sabal Palm Con,165,2,2,2,Condo,http://cdn.photos.sparkplatform.com/fl/20210422073218418864000000-o.jpg,"Beautifully Furnished Third floor condo overlooking golf course and water. Two bedroom with option for a third bedroom area or office or family room. 'ONLY' Available June 1st 2021 thru December 15th 2021. You are automatically a member of Pine Island Ridge Country Club and all the amenities that comes with it. Four swimming pools, golf, Tennis, Gym, Sauna, Steam room, Basketball, two Restaurants and Lounges, 19th hole, Barbeque area, Kids park. Never leave your community two Shopping Centers with everything at the end of the street, Publix, Movie Theater, Two Pizza Places, Sushi, Barbeque, Seafood, Subway, Country Western Dancing, Dunking Donuts, Beal's, Automotive Shop, Goodwill, UPS Store, Barber and Beauty Shops, Manicure's, & more Shopping. 'THE BEST KEPT SECRET IN BROWARD COUNTY'",1831 Sabal Palm Drive #303,26.095551,-80.275594,Davie,FL
THE CARRIAGE HOUSE CONDO,200,1,1,1,Condo,http://cdn.photos.sparkplatform.com/fl/20210422030424488302000000-o.jpg,"Spectacular Intracoastal - City & Bay view from this studio converted to 1 bedroom, 1 bath, open kitchen, ceramic floors, walk-in closets, large balcony, great condition! Full service oceanfront building, 24hrs security, gym, pool, jacuzzi, tennis court, restaurant, mini- market and more! ** Unit can be rent for six months only **",5401 Collins Avenue #729,25.832692,-80.120587,Miami Beach,FL
Water Tower Commons,193.9,1,1,1,Apartment,http://cdn.photos.sparkplatform.com/fl/20210414151513366766000000-o.jpg,"Penthouse level 1 bedroom, 1 bathroom Rental without long term commitment. This place is like being at a Resort Paradise. Brand new Everything. Palatial Beach entry Swimming Pool, covered cabana's, Outdoor kitchen and bar, Billiards and ping pong, State of the Art Fitness center, steam room and sauna, Massage rooms, on site theater/screening room, Monthly resident parties. A wonderful place to get started in South Florida. So Easy!    Granite countertops in the kitchen and Bathroom, White shaker style cabinets, New appliances, Impact windows and doors, High ceilings throughout, Brand new A/C and water Heater, Washer and dryer in unit, 24 hour gated security, Pet friendly.  Minutes from the Beach or I-95.    See walk thru video at  https://fb.watch/4VoYmbpOYy",1020 Water Tower Way #306,26.589017,-80.062717,Lantana,FL
Boca Towne Centre Condo A,160,2,2,2,Condo,http://cdn.photos.sparkplatform.com/fl/20210421153219397418000000-o.jpg,"Totally remodeled apartment , ready to move in, walking distance to beach, restaurants and supermarket, Boca raton Elementary school. New A/c, brand new stainless steel new appliances, all new tile flooring, two full bathrooms. First , last and security require to move in. Application for Association its attached under forms. The landlord already paid the $1000 tenant association deposit .",550 SW 2nd Avenue #126,26.344993,-80.089337,Boca Raton,FL
Beacon House Condo,170,2,1,2,Condo,http://cdn.photos.sparkplatform.com/fl/20210421164012191975000000-o.jpg,"ALL AGES--BEAUTIFUL 2ND FLOOR CONDO W/POOL VIEW, SCREENED PATIO. FURNISHED IN A VERY TASTEFUL MANNER, 2 BEDROOMS 1 BATHROOM, WASHER/DRYER IN YOUR UNIT, OFFERS SPACIOUS LIVING IN STYLISH COMFORT. STONE LOOK TILE FLOORS, SOFT COLORS W/COMFORTABLE FURNISHINGS. MASTER BEDROOM HAS PATIO DOOR ACCESS. CENTRALLY LOCATED IN THE LHP MARINA AREA, JUST FEW MINUTES TO THE INTRA-COASTAL,GREAT RESTAURANTS. RENTS FURNISHED-FOR ALL AGES BUT ABSOLUTELY NO PETS - SORRY): (First & Security with good credit)",2748 NE 28th Avenue #19,26.265298,-80.084563,Lighthouse Point,FL
KINGSWOOD II CONDOS,150,1,1,1,Condo,http://cdn.photos.sparkplatform.com/fl/20210417212206435016000000-o.jpg,"Looking for a tropical getaway? This one bedroom, one bath, first floor condo is waiting for you. Turnkey furnished, includes basic cable, WiFi, electric and water, amenities galore in this 24/7 manned gated community. Indoor and outdoor pools, fitness center, main clubhouse, tennis, courtesy bus and more! Nice private location. Close to downtown West Palm Beach, shopping, dining, and beaches. No smoking and No Pets allowed.",65 Kingswood D #65,26.710787,-80.124865,West Palm Beach,FL
TROWBRIDGE CONDO,200,2,2,2,Condo,http://cdn.photos.sparkplatform.com/fl/20210419230406392728000000-o.jpg,"SEASONAL 4 PLUS MONTHS GARDEN VIEW WITHIN 2 FEET OF THE ELEVATOR. FULLY FURNISHED 2 BEDROOM APARTMENT .2nd Bedroom has Sleeper Sofa,   EQUIPED WITH CABLE AND INTERNET INCLUDED.  TENANT PAYS ELECTRIC AND WATER. LARGE LAUNDRY ROOM WITH FULL SIZE WASHER AND DRYER.    **NO SHOWINGS TILL MAY 1ST SORRY CURRENTLY RENTED **",15342 Lakes Of Delray Boulevard #107,26.450553,-80.131778,Delray Beach,FL
Galt Towers Condo,185,1,1,1,Condo,http://cdn.photos.sparkplatform.com/fl/20210421155137978405000000-o.jpg,"Spacious and bright 1 BR/1.5 BA with large balcony condo on the ocean available for a seasonal rental now thru Dec 30th, 2021. Enjoy beachfront property with direct access to beach. Many building amenities heated pool, state of the art gym, 2 BBQ's, library, social room, wifi and more. Unit features King bed with ensuite, walk in closets, utilities included (water, electric, cable). Walking distance to Lauderdale by the Sea Pier, restaurants and shops. Supermarket, Shopping, CVS, restaurants conveniently located on Galt Ocean Mile. Unit available for a minimum of 3 months. Renter's insurance is required by the tenant per the association.",4250 Galt Ocean Drive #3c,26.180011,-80.096898,Fort Lauderdale,FL
HOLLYWOOD CENTRAL REACH,200,1,2,1,Apartment,http://cdn.photos.sparkplatform.com/fl/20210422045954576619000000-o.jpg,"Furnished Bungalow on the Ocean! Literally few steps to the beach. ! Bedroom 2 Bathrooms with King Size, Living area and kitchen fully equipped. Total Beach lifestyle cozy and private. 1 Parking space assigned. Walk to Tiki Bar, State Parks and fish on the bay or the Ocean. Price includes water and electricity. Small Pets subject to owner approval.",315 Walnut Street #7,26.051,-80.11276,Hollywood,FL
CASTLE BEACH CLUB CONDO,255,1,1,1,Condo,http://cdn.photos.sparkplatform.com/fl/20210422163904486851000000-o.jpg,"BEAUTIFUL RENOVATED ONE BEDROOM ONE FULL BATHROOM AT THE CASTLE BEACH HOTEL IN THE HEART OF MIAMI BEACH. UNIT IS FULLY EQUIPPED.ONE PARKING INCLUDED. $150 FINAL CLEANING FEE . ENJOY A RESORT STYLE LIVING RIGHT ON THE OCEAN.AVAILABLE STARTING JUNE 6TH,2021.Equal Housing Opportunity.",5445 Collins Avenue #403,25.834088,-80.120232,Miami Beach,FL
Voyager Condo,159.5,2,2,2,Condo,http://cdn.photos.sparkplatform.com/fl/20210424121441404890000000-o.jpg,"This lease is a 4 MONTH LEASE ONLY - beginning July 1, 2021 and ending October 31, 2021. Spacious Southeast facing 2/2 with awesome Intracoastal views from open balcony. Enjoy summertime just a block from the beach. Just a block over Intracoastal bridge to beachfront tiki bar and restaurants. Only 1 mile to one of South Florida's best beachfront fun spots at the end of Atlantic Blvd. in Pompano Beach. Awesome boardwalk with new restaurants, bars, kiddie playground and so much more. Condo has in-unit full size washer/dryer, and tons of guest parking. Oversized resort style heated pool at waters edge and state of the art bbq area with bar. Million dollar lifestyle for a whole lot less!",2900 NE 14th Street #510,26.249735,-80.091478,Pompano Beach,FL
CITYPLACE SOUTH TOWER CONDO,185,1,1,1,Condo,http://cdn.photos.sparkplatform.com/fl/20210427141416763335000000-o.jpg,"Water, basic cable, Internet and trash removal included in rent. Gorgeous 1 bedroom, 1 bathroom on the 17th floor of City Place South Tower with amazing city and Clear Lake views. Building amenities include fully equipped spa and fitness center with sauna, 9th floor club deck with a resort-style pool, grill, outdoor party room, Wi-Fi access throughout, party lounge including billiard area, catering kitchen, video gaming center, and large flat screen TV's. The building is located in the center of a vibrant community known for its local art scene, world-class performing arts, internationally renowned restaurants and shops, and pristine waterways.",550 Okeechobee Boulevard #1721,26.705047,-80.056274,West Palm Beach,FL
